datetime,day,power,cost,currentState
2024-02-01T21:30:00.000+00:00,Thursday,125.3,19.6,New Jersey
2024-02-01T21:35:00.000+00:00,Thursday,102.06,15.96,New Jersey
2024-02-01T21:40:00.000+00:00,Thursday,130.9,20.47,New Jersey
2024-02-01T21:45:00.000+00:00,Thursday,103.69,16.22,New Jersey
2024-02-01T21:50:00.000+00:00,Thursday,117.28,18.34,New Jersey
2024-02-01T21:55:00.000+00:00,Thursday,142.77,22.33,New Jersey
2024-02-01T22:00:00.000+00:00,Thursday,143.69,22.47,New Jersey
2024-02-01T22:05:00.000+00:00,Thursday,147.83,23.12,New Jersey
2024-02-01T22:10:00.000+00:00,Thursday,144.43,22.59,New Jersey
2024-02-01T22:15:00.000+00:00,Thursday,183.51,28.7,New Jersey
2024-02-01T22:20:00.000+00:00,Thursday,119.57,18.7,New Jersey
2024-02-01T22:25:00.000+00:00,Thursday,123.23,19.27,New Jersey
2024-02-01T22:30:00.000+00:00,Thursday,141.53,22.14,New Jersey
2024-02-01T22:35:00.000+00:00,Thursday,193.93,30.33,New Jersey
2024-02-01T22:40:00.000+00:00,Thursday,197.01,30.81,New Jersey
2024-02-01T22:45:00.000+00:00,Thursday,183.54,28.71,New Jersey
2024-02-01T22:50:00.000+00:00,Thursday,115.79,18.11,New Jersey
2024-02-01T22:55:00.000+00:00,Thursday,137.15,21.45,New Jersey
2024-02-01T23:00:00.000+00:00,Thursday,189.58,29.65,New Jersey
2024-02-01T23:05:00.000+00:00,Thursday,170.23,26.62,New Jersey
2024-02-01T23:10:00.000+00:00,Thursday,120.76,18.89,New Jersey
2024-02-01T23:15:00.000+00:00,Thursday,112.91,17.66,New Jersey
2024-02-01T23:20:00.000+00:00,Thursday,125.03,19.55,New Jersey
2024-02-01T23:25:00.000+00:00,Thursday,150.49,23.54,New Jersey
2024-02-01T23:30:00.000+00:00,Thursday,134.79,21.08,New Jersey
2024-02-01T23:35:00.000+00:00,Thursday,118.53,18.54,New Jersey
2024-02-01T23:40:00.000+00:00,Thursday,136.91,21.41,New Jersey
2024-02-01T23:45:00.000+00:00,Thursday,109.63,17.15,New Jersey
2024-02-01T23:50:00.000+00:00,Thursday,126.01,19.71,New Jersey
2024-02-01T23:55:00.000+00:00,Thursday,102.58,16.04,New Jersey
2024-02-02T00:00:00.000+00:00,Friday,151.35,23.67,New Jersey
2024-02-02T00:05:00.000+00:00,Friday,109.12,17.07,New Jersey
2024-02-02T00:10:00.000+00:00,Friday,183.33,28.67,New Jersey
2024-02-02T00:15:00.000+00:00,Friday,172.2,26.93,New Jersey
2024-02-02T00:20:00.000+00:00,Friday,136.14,21.29,New Jersey
2024-02-02T00:25:00.000+00:00,Friday,114.7,17.94,New Jersey
2024-02-02T00:30:00.000+00:00,Friday,139.19,21.77,New Jersey
2024-02-02T00:35:00.000+00:00,Friday,144.73,22.64,New Jersey
2024-02-02T00:40:00.000+00:00,Friday,132.06,20.65,New Jersey
2024-02-02T00:45:00.000+00:00,Friday,146.45,22.9,New Jersey
2024-02-02T00:50:00.000+00:00,Friday,190.65,29.82,New Jersey
2024-02-02T00:55:00.000+00:00,Friday,149.09,23.32,New Jersey
2024-02-02T01:00:00.000+00:00,Friday,183.4,28.68,New Jersey
2024-02-02T01:05:00.000+00:00,Friday,176.38,27.59,New Jersey
2024-02-02T01:10:00.000+00:00,Friday,117.28,18.34,New Jersey
2024-02-02T01:15:00.000+00:00,Friday,113.66,17.78,New Jersey
2024-02-02T01:20:00.000+00:00,Friday,114.98,17.98,New Jersey
2024-02-02T01:25:00.000+00:00,Friday,164.05,25.66,New Jersey
2024-02-02T01:30:00.000+00:00,Friday,190.35,29.77,New Jersey
2024-02-02T01:35:00.000+00:00,Friday,190.79,29.84,New Jersey
2024-02-02T01:40:00.000+00:00,Friday,130.96,20.48,New Jersey
2024-02-02T01:45:00.000+00:00,Friday,119.19,18.64,New Jersey
2024-02-02T01:50:00.000+00:00,Friday,168.83,26.41,New Jersey
2024-02-02T01:55:00.000+00:00,Friday,136.61,21.37,New Jersey
2024-02-02T02:00:00.000+00:00,Friday,124.36,19.45,New Jersey
2024-02-02T02:05:00.000+00:00,Friday,109.71,17.16,New Jersey
2024-02-02T02:10:00.000+00:00,Friday,107.24,16.77,New Jersey
2024-02-02T02:15:00.000+00:00,Friday,167.96,26.27,New Jersey
2024-02-02T02:20:00.000+00:00,Friday,110.54,17.29,New Jersey
2024-02-02T02:25:00.000+00:00,Friday,157.63,24.65,New Jersey
2024-02-02T02:30:00.000+00:00,Friday,179.86,28.13,New Jersey
2024-02-02T02:35:00.000+00:00,Friday,192.86,30.16,New Jersey
2024-02-02T02:40:00.000+00:00,Friday,108.63,16.99,New Jersey
2024-02-02T02:45:00.000+00:00,Friday,115.27,18.03,New Jersey
2024-02-02T02:50:00.000+00:00,Friday,137.81,21.55,New Jersey
2024-02-02T02:55:00.000+00:00,Friday,115.53,18.07,New Jersey
2024-02-02T03:00:00.000+00:00,Friday,159.29,24.91,New Jersey
2024-02-02T03:05:00.000+00:00,Friday,146.19,22.86,New Jersey
2024-02-02T03:10:00.000+00:00,Friday,127.99,20.02,New Jersey
2024-02-02T03:15:00.000+00:00,Friday,194.5,30.42,New Jersey
2024-02-02T03:20:00.000+00:00,Friday,113.39,17.73,New Jersey
2024-02-02T03:25:00.000+00:00,Friday,134.42,21.02,New Jersey
2024-02-02T03:30:00.000+00:00,Friday,160.04,25.03,New Jersey
2024-02-02T03:35:00.000+00:00,Friday,114.06,17.84,New Jersey
2024-02-02T03:40:00.000+00:00,Friday,155.41,24.31,New Jersey
2024-02-02T03:45:00.000+00:00,Friday,191.69,29.98,New Jersey
2024-02-02T03:50:00.000+00:00,Friday,119.27,18.65,New Jersey
2024-02-02T03:55:00.000+00:00,Friday,123.76,19.36,New Jersey
2024-02-02T04:00:00.000+00:00,Friday,100.68,15.75,New Jersey
2024-02-02T04:05:00.000+00:00,Friday,130.55,20.42,New Jersey
2024-02-02T04:10:00.000+00:00,Friday,178.0,27.84,New Jersey
2024-02-02T04:15:00.000+00:00,Friday,133.99,20.96,New Jersey
2024-02-02T04:20:00.000+00:00,Friday,138.0,21.58,New Jersey
2024-02-02T04:25:00.000+00:00,Friday,109.3,17.09,New Jersey
2024-02-02T04:30:00.000+00:00,Friday,115.21,18.02,New Jersey
2024-02-02T04:35:00.000+00:00,Friday,156.25,24.44,New Jersey
2024-02-02T04:40:00.000+00:00,Friday,123.99,19.39,New Jersey
2024-02-02T04:45:00.000+00:00,Friday,180.36,28.21,New Jersey
2024-02-02T04:50:00.000+00:00,Friday,160.54,25.11,New Jersey
2024-02-02T04:55:00.000+00:00,Friday,190.63,29.81,New Jersey
2024-02-02T05:00:00.000+00:00,Friday,192.35,30.08,New Jersey
2024-02-02T05:05:00.000+00:00,Friday,102.13,15.97,New Jersey
2024-02-02T05:10:00.000+00:00,Friday,111.69,17.47,New Jersey
2024-02-02T05:15:00.000+00:00,Friday,150.51,23.54,New Jersey
2024-02-02T05:20:00.000+00:00,Friday,199.98,31.28,New Jersey
2024-02-02T05:25:00.000+00:00,Friday,156.83,24.53,New Jersey
2024-02-02T05:30:00.000+00:00,Friday,143.29,22.41,New Jersey
2024-02-02T05:35:00.000+00:00,Friday,184.63,28.88,New Jersey
2024-02-02T05:40:00.000+00:00,Friday,180.71,28.26,New Jersey
2024-02-02T05:45:00.000+00:00,Friday,116.85,18.28,New Jersey
2024-02-02T05:50:00.000+00:00,Friday,140.63,21.99,New Jersey
2024-02-02T05:55:00.000+00:00,Friday,126.66,19.81,New Jersey
2024-02-02T06:00:00.000+00:00,Friday,184.01,28.78,New Jersey
2024-02-02T06:05:00.000+00:00,Friday,106.16,16.6,New Jersey
2024-02-02T06:10:00.000+00:00,Friday,187.4,29.31,New Jersey
2024-02-02T06:15:00.000+00:00,Friday,182.44,28.53,New Jersey
2024-02-02T06:20:00.000+00:00,Friday,193.7,30.29,New Jersey
2024-02-02T06:25:00.000+00:00,Friday,101.13,15.82,New Jersey
2024-02-02T06:30:00.000+00:00,Friday,152.43,23.84,New Jersey
2024-02-02T06:35:00.000+00:00,Friday,132.72,20.76,New Jersey
2024-02-02T06:40:00.000+00:00,Friday,161.2,25.21,New Jersey
2024-02-02T06:45:00.000+00:00,Friday,119.38,18.67,New Jersey
2024-02-02T06:50:00.000+00:00,Friday,140.87,22.03,New Jersey
2024-02-02T06:55:00.000+00:00,Friday,130.36,20.39,New Jersey
2024-02-02T07:00:00.000+00:00,Friday,105.72,16.53,New Jersey
2024-02-02T07:05:00.000+00:00,Friday,105.74,16.54,New Jersey
2024-02-02T07:10:00.000+00:00,Friday,148.53,23.23,New Jersey
2024-02-02T07:15:00.000+00:00,Friday,144.26,22.56,New Jersey
2024-02-02T07:20:00.000+00:00,Friday,172.61,27.0,New Jersey
2024-02-02T07:25:00.000+00:00,Friday,150.91,23.6,New Jersey
2024-02-02T07:30:00.000+00:00,Friday,171.29,26.79,New Jersey
2024-02-02T07:35:00.000+00:00,Friday,163.49,25.57,New Jersey
2024-02-02T07:40:00.000+00:00,Friday,108.42,16.96,New Jersey
2024-02-02T07:45:00.000+00:00,Friday,102.28,16.0,New Jersey
2024-02-02T07:50:00.000+00:00,Friday,125.76,19.67,New Jersey
2024-02-02T07:55:00.000+00:00,Friday,162.81,25.46,New Jersey
2024-02-02T08:00:00.000+00:00,Friday,148.94,23.29,New Jersey
2024-02-02T08:05:00.000+00:00,Friday,131.62,20.59,New Jersey
2024-02-02T08:10:00.000+00:00,Friday,134.66,21.06,New Jersey
2024-02-02T08:15:00.000+00:00,Friday,149.9,23.44,New Jersey
2024-02-02T08:20:00.000+00:00,Friday,178.16,27.86,New Jersey
2024-02-02T08:25:00.000+00:00,Friday,163.71,25.6,New Jersey
2024-02-02T08:30:00.000+00:00,Friday,190.42,29.78,New Jersey
2024-02-02T08:35:00.000+00:00,Friday,141.55,22.14,New Jersey
2024-02-02T08:40:00.000+00:00,Friday,114.34,17.88,New Jersey
2024-02-02T08:45:00.000+00:00,Friday,159.8,24.99,New Jersey
2024-02-02T08:50:00.000+00:00,Friday,189.3,29.61,New Jersey
2024-02-02T08:55:00.000+00:00,Friday,112.74,17.63,New Jersey
2024-02-02T09:00:00.000+00:00,Friday,163.37,25.55,New Jersey
2024-02-02T09:05:00.000+00:00,Friday,175.66,27.47,New Jersey
2024-02-02T09:10:00.000+00:00,Friday,177.13,27.7,New Jersey
2024-02-02T09:15:00.000+00:00,Friday,157.47,24.63,New Jersey
2024-02-02T09:20:00.000+00:00,Friday,156.73,24.51,New Jersey
2024-02-02T09:25:00.000+00:00,Friday,168.18,26.3,New Jersey
2024-02-02T09:30:00.000+00:00,Friday,191.68,29.98,New Jersey
2024-02-02T09:35:00.000+00:00,Friday,124.8,19.52,New Jersey
2024-02-02T09:40:00.000+00:00,Friday,148.46,23.22,New Jersey
2024-02-02T09:45:00.000+00:00,Friday,132.74,20.76,New Jersey
2024-02-02T09:50:00.000+00:00,Friday,163.58,25.58,New Jersey
2024-02-02T09:55:00.000+00:00,Friday,109.7,17.16,New Jersey
2024-02-02T10:00:00.000+00:00,Friday,186.19,29.12,New Jersey
2024-02-02T10:05:00.000+00:00,Friday,108.86,17.03,New Jersey
2024-02-02T10:10:00.000+00:00,Friday,147.05,23.0,New Jersey
2024-02-02T10:15:00.000+00:00,Friday,118.0,18.46,New Jersey
2024-02-02T10:20:00.000+00:00,Friday,186.4,29.15,New Jersey
2024-02-02T10:25:00.000+00:00,Friday,101.65,15.9,New Jersey
2024-02-02T10:30:00.000+00:00,Friday,143.12,22.38,New Jersey
2024-02-02T10:35:00.000+00:00,Friday,156.38,24.46,New Jersey
2024-02-02T10:40:00.000+00:00,Friday,187.45,29.32,New Jersey
2024-02-02T10:45:00.000+00:00,Friday,162.19,25.37,New Jersey
2024-02-02T10:50:00.000+00:00,Friday,151.64,23.72,New Jersey
2024-02-02T10:55:00.000+00:00,Friday,120.77,18.89,New Jersey
2024-02-02T11:00:00.000+00:00,Friday,157.73,24.67,New Jersey
2024-02-02T11:05:00.000+00:00,Friday,195.27,30.54,New Jersey
2024-02-02T11:10:00.000+00:00,Friday,104.18,16.29,New Jersey
2024-02-02T11:15:00.000+00:00,Friday,160.22,25.06,New Jersey
2024-02-02T11:20:00.000+00:00,Friday,180.61,28.25,New Jersey
2024-02-02T11:25:00.000+00:00,Friday,105.64,16.52,New Jersey
2024-02-02T11:30:00.000+00:00,Friday,167.58,26.21,New Jersey
2024-02-02T11:35:00.000+00:00,Friday,160.34,25.08,New Jersey
2024-02-02T11:40:00.000+00:00,Friday,139.27,21.78,New Jersey
2024-02-02T11:45:00.000+00:00,Friday,176.89,27.67,New Jersey
2024-02-02T11:50:00.000+00:00,Friday,103.14,16.13,New Jersey
2024-02-02T11:55:00.000+00:00,Friday,126.78,19.83,New Jersey
2024-02-02T12:00:00.000+00:00,Friday,178.3,27.89,New Jersey
2024-02-02T12:05:00.000+00:00,Friday,180.1,28.17,New Jersey
2024-02-02T12:10:00.000+00:00,Friday,126.86,19.84,New Jersey
2024-02-02T12:15:00.000+00:00,Friday,191.86,30.01,New Jersey
2024-02-02T12:20:00.000+00:00,Friday,176.14,27.55,New Jersey
2024-02-02T12:25:00.000+00:00,Friday,142.13,22.23,New Jersey
2024-02-02T12:30:00.000+00:00,Friday,147.62,23.09,New Jersey
2024-02-02T12:35:00.000+00:00,Friday,196.91,30.8,New Jersey
2024-02-02T12:40:00.000+00:00,Friday,175.18,27.4,New Jersey
2024-02-02T12:45:00.000+00:00,Friday,149.68,23.41,New Jersey
2024-02-02T12:50:00.000+00:00,Friday,110.17,17.23,New Jersey
2024-02-02T12:55:00.000+00:00,Friday,106.31,16.63,New Jersey
2024-02-02T13:00:00.000+00:00,Friday,110.41,17.27,New Jersey
2024-02-02T13:05:00.000+00:00,Friday,112.96,17.67,New Jersey
2024-02-02T13:10:00.000+00:00,Friday,155.84,24.37,New Jersey
2024-02-02T13:15:00.000+00:00,Friday,119.6,18.71,New Jersey
2024-02-02T13:20:00.000+00:00,Friday,168.34,26.33,New Jersey
2024-02-02T13:25:00.000+00:00,Friday,170.27,26.63,New Jersey
2024-02-02T13:30:00.000+00:00,Friday,103.37,16.17,New Jersey
2024-02-02T13:35:00.000+00:00,Friday,161.99,25.34,New Jersey
2024-02-02T13:40:00.000+00:00,Friday,175.44,27.44,New Jersey
2024-02-02T13:45:00.000+00:00,Friday,188.38,29.46,New Jersey
2024-02-02T13:50:00.000+00:00,Friday,106.07,16.59,New Jersey
2024-02-02T13:55:00.000+00:00,Friday,172.1,26.92,New Jersey
2024-02-02T14:00:00.000+00:00,Friday,153.8,24.05,New Jersey
2024-02-02T14:05:00.000+00:00,Friday,114.1,17.85,New Jersey
2024-02-02T14:10:00.000+00:00,Friday,100.86,15.77,New Jersey
2024-02-02T14:15:00.000+00:00,Friday,195.44,30.57,New Jersey
2024-02-02T14:20:00.000+00:00,Friday,182.93,28.61,New Jersey
2024-02-02T14:25:00.000+00:00,Friday,139.6,21.83,New Jersey
2024-02-02T14:30:00.000+00:00,Friday,134.79,21.08,New Jersey
2024-02-02T14:35:00.000+00:00,Friday,168.89,26.41,New Jersey
2024-02-02T14:40:00.000+00:00,Friday,163.84,25.62,New Jersey
2024-02-02T14:45:00.000+00:00,Friday,167.13,26.14,New Jersey
2024-02-02T14:50:00.000+00:00,Friday,180.2,28.18,New Jersey
2024-02-02T14:55:00.000+00:00,Friday,101.53,15.88,New Jersey
2024-02-02T15:00:00.000+00:00,Friday,142.94,22.36,New Jersey
2024-02-02T15:05:00.000+00:00,Friday,129.92,20.32,New Jersey
2024-02-02T15:10:00.000+00:00,Friday,176.94,27.67,New Jersey
2024-02-02T15:15:00.000+00:00,Friday,123.28,19.28,New Jersey
2024-02-02T15:20:00.000+00:00,Friday,164.01,25.65,New Jersey
2024-02-02T15:25:00.000+00:00,Friday,187.15,29.27,New Jersey
2024-02-02T15:30:00.000+00:00,Friday,156.92,24.54,New Jersey
2024-02-02T15:35:00.000+00:00,Friday,167.39,26.18,New Jersey
2024-02-02T15:40:00.000+00:00,Friday,146.38,22.89,New Jersey
2024-02-02T15:45:00.000+00:00,Friday,193.1,30.2,New Jersey
2024-02-02T15:50:00.000+00:00,Friday,146.95,22.98,New Jersey
2024-02-02T15:55:00.000+00:00,Friday,132.31,20.69,New Jersey
2024-02-02T16:00:00.000+00:00,Friday,108.92,17.04,New Jersey
2024-02-02T16:05:00.000+00:00,Friday,145.28,22.72,New Jersey
2024-02-02T16:10:00.000+00:00,Friday,181.72,28.42,New Jersey
2024-02-02T16:15:00.000+00:00,Friday,118.23,18.49,New Jersey
2024-02-02T16:20:00.000+00:00,Friday,144.99,22.68,New Jersey
2024-02-02T16:25:00.000+00:00,Friday,105.47,16.5,New Jersey
2024-02-02T16:30:00.000+00:00,Friday,115.64,18.09,New Jersey
2024-02-02T16:35:00.000+00:00,Friday,172.89,27.04,New Jersey
2024-02-02T16:40:00.000+00:00,Friday,112.93,17.66,New Jersey
2024-02-02T16:45:00.000+00:00,Friday,110.73,17.32,New Jersey
2024-02-02T16:50:00.000+00:00,Friday,136.98,21.42,New Jersey
2024-02-02T16:55:00.000+00:00,Friday,154.59,24.18,New Jersey
2024-02-02T17:00:00.000+00:00,Friday,150.78,23.58,New Jersey
2024-02-02T17:05:00.000+00:00,Friday,132.9,20.79,New Jersey
2024-02-02T17:10:00.000+00:00,Friday,191.36,29.93,New Jersey
2024-02-02T17:15:00.000+00:00,Friday,128.18,20.05,New Jersey
2024-02-02T17:20:00.000+00:00,Friday,103.79,16.23,New Jersey
2024-02-02T17:25:00.000+00:00,Friday,115.08,18.0,New Jersey
2024-02-02T17:30:00.000+00:00,Friday,190.51,29.8,New Jersey
2024-02-02T17:35:00.000+00:00,Friday,187.82,29.38,New Jersey
2024-02-02T17:40:00.000+00:00,Friday,197.01,30.81,New Jersey
2024-02-02T17:45:00.000+00:00,Friday,178.47,27.91,New Jersey
2024-02-02T17:50:00.000+00:00,Friday,196.74,30.77,New Jersey
2024-02-02T17:55:00.000+00:00,Friday,196.99,30.81,New Jersey
2024-02-02T18:00:00.000+00:00,Friday,122.63,19.18,New Jersey
2024-02-02T18:05:00.000+00:00,Friday,195.45,30.57,New Jersey
2024-02-02T18:10:00.000+00:00,Friday,198.63,31.07,New Jersey
2024-02-02T18:15:00.000+00:00,Friday,197.71,30.92,New Jersey
2024-02-02T18:20:00.000+00:00,Friday,128.31,20.07,New Jersey
2024-02-02T18:25:00.000+00:00,Friday,192.96,30.18,New Jersey
2024-02-02T18:30:00.000+00:00,Friday,168.58,26.37,New Jersey
2024-02-02T18:35:00.000+00:00,Friday,111.49,17.44,New Jersey
2024-02-02T18:40:00.000+00:00,Friday,182.83,28.59,New Jersey
2024-02-02T18:45:00.000+00:00,Friday,125.59,19.64,New Jersey
2024-02-02T18:50:00.000+00:00,Friday,116.93,18.29,New Jersey
2024-02-02T18:55:00.000+00:00,Friday,142.8,22.33,New Jersey
2024-02-02T19:00:00.000+00:00,Friday,110.62,17.3,New Jersey
2024-02-02T19:05:00.000+00:00,Friday,160.86,25.16,New Jersey
2024-02-02T19:10:00.000+00:00,Friday,114.41,17.89,New Jersey
2024-02-02T19:15:00.000+00:00,Friday,115.32,18.04,New Jersey
2024-02-02T19:20:00.000+00:00,Friday,174.09,27.23,New Jersey
2024-02-02T19:25:00.000+00:00,Friday,139.61,21.84,New Jersey
2024-02-02T19:30:00.000+00:00,Friday,115.62,18.08,New Jersey
2024-02-02T19:35:00.000+00:00,Friday,165.67,25.91,New Jersey
2024-02-02T19:40:00.000+00:00,Friday,124.23,19.43,New Jersey
2024-02-02T19:45:00.000+00:00,Friday,142.1,22.22,New Jersey
2024-02-02T19:50:00.000+00:00,Friday,129.92,20.32,New Jersey
2024-02-02T19:55:00.000+00:00,Friday,167.42,26.18,New Jersey
2024-02-02T20:00:00.000+00:00,Friday,163.62,25.59,New Jersey
2024-02-02T20:05:00.000+00:00,Friday,108.61,16.99,New Jersey
2024-02-02T20:10:00.000+00:00,Friday,158.57,24.8,New Jersey
2024-02-02T20:15:00.000+00:00,Friday,126.96,19.86,New Jersey
2024-02-02T20:20:00.000+00:00,Friday,180.92,28.3,New Jersey
2024-02-02T20:25:00.000+00:00,Friday,198.66,31.07,New Jersey
2024-02-02T20:30:00.000+00:00,Friday,181.15,28.33,New Jersey
2024-02-02T20:35:00.000+00:00,Friday,168.74,26.39,New Jersey
2024-02-02T20:40:00.000+00:00,Friday,121.68,19.03,New Jersey
2024-02-02T20:45:00.000+00:00,Friday,103.78,16.23,New Jersey
2024-02-02T20:50:00.000+00:00,Friday,155.29,24.29,New Jersey
2024-02-02T20:55:00.000+00:00,Friday,141.32,22.1,New Jersey
2024-02-02T21:00:00.000+00:00,Friday,123.05,19.25,New Jersey
2024-02-02T21:05:00.000+00:00,Friday,156.82,24.53,New Jersey
2024-02-02T21:10:00.000+00:00,Friday,162.93,25.48,New Jersey
2024-02-02T21:15:00.000+00:00,Friday,154.95,24.23,New Jersey
2024-02-02T21:20:00.000+00:00,Friday,174.51,27.29,New Jersey
2024-02-02T21:25:00.000+00:00,Friday,167.93,26.26,New Jersey
2024-02-02T21:30:00.000+00:00,Friday,188.85,29.54,New Jersey
2024-02-02T21:35:00.000+00:00,Friday,122.25,19.12,New Jersey
2024-02-02T21:40:00.000+00:00,Friday,181.52,28.39,New Jersey
2024-02-02T21:45:00.000+00:00,Friday,197.8,30.94,New Jersey
2024-02-02T21:50:00.000+00:00,Friday,119.3,18.66,New Jersey
2024-02-02T21:55:00.000+00:00,Friday,110.69,17.31,New Jersey
2024-02-02T22:00:00.000+00:00,Friday,171.79,26.87,New Jersey
2024-02-02T22:05:00.000+00:00,Friday,150.1,23.48,New Jersey
2024-02-02T22:10:00.000+00:00,Friday,183.97,28.77,New Jersey
2024-02-02T22:15:00.000+00:00,Friday,163.16,25.52,New Jersey
2024-02-02T22:20:00.000+00:00,Friday,124.87,19.53,New Jersey
2024-02-02T22:25:00.000+00:00,Friday,101.56,15.88,New Jersey
2024-02-02T22:30:00.000+00:00,Friday,111.69,17.47,New Jersey
2024-02-02T22:35:00.000+00:00,Friday,100.01,15.64,New Jersey
2024-02-02T22:40:00.000+00:00,Friday,134.58,21.05,New Jersey
2024-02-02T22:45:00.000+00:00,Friday,114.89,17.97,New Jersey
2024-02-02T22:50:00.000+00:00,Friday,131.29,20.53,New Jersey
2024-02-02T22:55:00.000+00:00,Friday,138.14,21.61,New Jersey
2024-02-02T23:00:00.000+00:00,Friday,141.68,22.16,New Jersey
2024-02-02T23:05:00.000+00:00,Friday,170.2,26.62,New Jersey
2024-02-02T23:10:00.000+00:00,Friday,143.4,22.43,New Jersey
2024-02-02T23:15:00.000+00:00,Friday,133.82,20.93,New Jersey
2024-02-02T23:20:00.000+00:00,Friday,159.77,24.99,New Jersey
2024-02-02T23:25:00.000+00:00,Friday,154.97,24.24,New Jersey
2024-02-02T23:30:00.000+00:00,Friday,167.05,26.13,New Jersey
2024-02-02T23:35:00.000+00:00,Friday,110.63,17.3,New Jersey
2024-02-02T23:40:00.000+00:00,Friday,116.93,18.29,New Jersey
2024-02-02T23:45:00.000+00:00,Friday,185.34,28.99,New Jersey
2024-02-02T23:50:00.000+00:00,Friday,103.05,16.12,New Jersey
2024-02-02T23:55:00.000+00:00,Friday,177.71,27.79,New Jersey
2024-02-03T00:00:00.000+00:00,Saturday,184.35,28.83,New Jersey
2024-02-03T00:05:00.000+00:00,Saturday,159.42,24.93,New Jersey
2024-02-03T00:10:00.000+00:00,Saturday,178.85,27.97,New Jersey
2024-02-03T00:15:00.000+00:00,Saturday,119.7,18.72,New Jersey
2024-02-03T00:20:00.000+00:00,Saturday,174.7,27.32,New Jersey
2024-02-03T00:25:00.000+00:00,Saturday,105.95,16.57,New Jersey
2024-02-03T00:30:00.000+00:00,Saturday,114.22,17.86,New Jersey
2024-02-03T00:35:00.000+00:00,Saturday,148.82,23.28,New Jersey
2024-02-03T00:40:00.000+00:00,Saturday,108.57,16.98,New Jersey
2024-02-03T00:45:00.000+00:00,Saturday,184.73,28.89,New Jersey
2024-02-03T00:50:00.000+00:00,Saturday,137.31,21.48,New Jersey
2024-02-03T00:55:00.000+00:00,Saturday,184.46,28.85,New Jersey
2024-02-03T01:00:00.000+00:00,Saturday,144.95,22.67,New Jersey
2024-02-03T01:05:00.000+00:00,Saturday,107.98,16.89,New Jersey
2024-02-03T01:10:00.000+00:00,Saturday,149.42,23.37,New Jersey
2024-02-03T01:15:00.000+00:00,Saturday,188.5,29.48,New Jersey
2024-02-03T01:20:00.000+00:00,Saturday,169.31,26.48,New Jersey
2024-02-03T01:25:00.000+00:00,Saturday,188.17,29.43,New Jersey
2024-02-03T01:30:00.000+00:00,Saturday,182.84,28.6,New Jersey
2024-02-03T01:35:00.000+00:00,Saturday,165.56,25.89,New Jersey
2024-02-03T01:40:00.000+00:00,Saturday,109.71,17.16,New Jersey
2024-02-03T01:45:00.000+00:00,Saturday,162.72,25.45,New Jersey
2024-02-03T01:50:00.000+00:00,Saturday,134.36,21.01,New Jersey
2024-02-03T01:55:00.000+00:00,Saturday,102.39,16.01,New Jersey
2024-02-03T02:00:00.000+00:00,Saturday,107.03,16.74,New Jersey
2024-02-03T02:05:00.000+00:00,Saturday,170.91,26.73,New Jersey
2024-02-03T02:10:00.000+00:00,Saturday,115.43,18.05,New Jersey
2024-02-03T02:15:00.000+00:00,Saturday,196.53,30.74,New Jersey
2024-02-03T02:20:00.000+00:00,Saturday,164.11,25.67,New Jersey
2024-02-03T02:25:00.000+00:00,Saturday,191.66,29.98,New Jersey
2024-02-03T02:30:00.000+00:00,Saturday,185.47,29.01,New Jersey
2024-02-03T02:35:00.000+00:00,Saturday,135.09,21.13,New Jersey
2024-02-03T02:40:00.000+00:00,Saturday,119.35,18.67,New Jersey
2024-02-03T02:45:00.000+00:00,Saturday,170.32,26.64,New Jersey
2024-02-03T02:50:00.000+00:00,Saturday,163.6,25.59,New Jersey
2024-02-03T02:55:00.000+00:00,Saturday,118.65,18.56,New Jersey
2024-02-03T03:00:00.000+00:00,Saturday,145.23,22.71,New Jersey
2024-02-03T03:05:00.000+00:00,Saturday,151.75,23.73,New Jersey
2024-02-03T03:10:00.000+00:00,Saturday,178.68,27.95,New Jersey
2024-02-03T03:15:00.000+00:00,Saturday,193.04,30.19,New Jersey
2024-02-03T03:20:00.000+00:00,Saturday,182.83,28.59,New Jersey
2024-02-03T03:25:00.000+00:00,Saturday,125.1,19.57,New Jersey
2024-02-03T03:30:00.000+00:00,Saturday,163.64,25.59,New Jersey
2024-02-03T03:35:00.000+00:00,Saturday,170.46,26.66,New Jersey
2024-02-03T03:40:00.000+00:00,Saturday,117.69,18.41,New Jersey
2024-02-03T03:45:00.000+00:00,Saturday,199.39,31.18,New Jersey
2024-02-03T03:50:00.000+00:00,Saturday,161.27,25.22,New Jersey
2024-02-03T03:55:00.000+00:00,Saturday,117.86,18.43,New Jersey
2024-02-03T04:00:00.000+00:00,Saturday,100.08,15.65,New Jersey
2024-02-03T04:05:00.000+00:00,Saturday,128.85,20.15,New Jersey
2024-02-03T04:10:00.000+00:00,Saturday,129.02,20.18,New Jersey
2024-02-03T04:15:00.000+00:00,Saturday,124.7,19.5,New Jersey
2024-02-03T04:20:00.000+00:00,Saturday,186.51,29.17,New Jersey
2024-02-03T04:25:00.000+00:00,Saturday,145.31,22.73,New Jersey
2024-02-03T04:30:00.000+00:00,Saturday,111.82,17.49,New Jersey
2024-02-03T04:35:00.000+00:00,Saturday,156.78,24.52,New Jersey
2024-02-03T04:40:00.000+00:00,Saturday,186.62,29.19,New Jersey
